CoM ID,map_id,address,description,pic,link,lat,lng,icon,anim,title,infoopen,category,approved,retina,type,did,other_data,Custom Field:Scientific Name,Custom Field:Genus,Custom Field:Family,Custom Field:Year Planted,Custom Field:Age of tree,Custom Field:Age Description,Custom Field:Useful Life Expectency,Custom Field:Located in
1036592,6,"-37.80104434, 144.9717244",,,,-37.80104434,144.9717244,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,1998,27,Semi-Mature,31-60 years,Park
1070068,6,"-37.79514138, 144.9171434",,,,-37.79514138,144.9171434,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,2006,19,Semi-Mature,61+ years,Park
1359218,6,"-37.81916583, 144.942843",,,,-37.81916583,144.942843,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,2009,16,Semi-Mature,31-60 years,Park
1070047,6,"-37.79506458, 144.9169894",,,,-37.79506458,144.9169894,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,2006,19,Semi-Mature,61+ years,Park
1289961,6,"-37.78987883, 144.9246283",,,,-37.78987883,144.9246283,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,2008,17,Semi-Mature,11-20 years,Park
1057134,6,"-37.79236344, 144.9227161",,,,-37.79236344,144.9227161,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,1999,26,Mature,31-60 years,Park
1359258,6,"-37.81831157, 144.9453128",,,,-37.81831157,144.9453128,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,2009,16,Semi-Mature,31-60 years,Park
1055815,6,"-37.79258157, 144.9569402",,,,-37.79258157,144.9569402,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,1999,26,Semi-Mature,31-60 years,Park
1036913,6,"-37.80649198, 144.9722591",,,,-37.80649198,144.9722591,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,1998,27,Mature,21-30 years,Park
1057302,6,"-37.79133177, 144.9242387",,,,-37.79133177,144.9242387,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,1999,26,Mature,31-60 years,Park
1057121,6,"-37.79269863, 144.9227797",,,,-37.79269863,144.9227797,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,1999,26,Semi-Mature,11-20 years,Park
1057131,6,"-37.79247578, 144.9225809",,,,-37.79247578,144.9225809,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,1999,26,Mature,31-60 years,Park
1286105,6,"-37.79006649, 144.9241959",,,,-37.79006649,144.9241959,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,2008,17,Semi-Mature,31-60 years,Park
1070049,6,"-37.79504763, 144.916877",,,,-37.79504763,144.916877,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,2006,19,Semi-Mature,61+ years,Park
1040141,6,"-37.8141416, 144.9748238",,,,-37.8141416,144.9748238,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,1998,27,Mature,31-60 years,Park
1289959,6,"-37.78986502, 144.9246474",,,,-37.78986502,144.9246474,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,2008,17,Mature,6-10 years (<50% canopy),Park
1058229,6,"-37.81543563, 144.9790686",,,,-37.81543563,144.9790686,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,1998,27,Mature,31-60 years,Park
1070072,6,"-37.79516713, 144.9173615",,,,-37.79516713,144.9173615,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,2006,19,Semi-Mature,61+ years,Park
1359146,6,"-37.81886888, 144.9438119",,,,-37.81886888,144.9438119,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,2009,16,Semi-Mature,31-60 years,Park
1289946,6,"-37.78951867, 144.9251676",,,,-37.78951867,144.9251676,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,2008,17,Semi-Mature,31-60 years,Park
1070062,6,"-37.79509919, 144.9168117",,,,-37.79509919,144.9168117,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,2006,19,Semi-Mature,31-60 years,Park
1015501,6,"-37.79620277, 144.9453581",,,,-37.79620277,144.9453581,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,1997,28,Mature,31-60 years,Park
1015508,6,"-37.79630193, 144.9460314",,,,-37.79630193,144.9460314,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,1997,28,Mature,31-60 years,Park
1057118,6,"-37.79263935, 144.9228828",,,,-37.79263935,144.9228828,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,1999,26,Mature,31-60 years,Park
1070045,6,"-37.79508867, 144.9171591",,,,-37.79508867,144.9171591,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,2006,19,Semi-Mature,61+ years,Park
1057132,6,"-37.79249604, 144.9224931",,,,-37.79249604,144.9224931,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,1999,26,Semi-Mature,31-60 years,Park
1057290,6,"-37.79146942, 144.9240106",,,,-37.79146942,144.9240106,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,1999,26,Semi-Mature,1-5 years (<50% canopy),Park
1037508,6,"-37.807607, 144.969623",,,,-37.807607,144.969623,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,1998,27,Mature,31-60 years,Park
1289830,6,"-37.78830149, 144.9256965",,,,-37.78830149,144.9256965,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,2008,17,Semi-Mature,31-60 years,Street
1357441,6,"-37.79983668, 144.943985",,,,-37.79983668,144.943985,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,2008,17,Semi-Mature,61+ years,Street
1289636,6,"-37.78968553, 144.9272231",,,,-37.78968553,144.9272231,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,2008,17,Mature,31-60 years,Street
1289940,6,"-37.78926735, 144.9250715",,,,-37.78926735,144.9250715,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,2008,17,Semi-Mature,31-60 years,Street
1289766,6,"-37.79098829, 144.9251568",,,,-37.79098829,144.9251568,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,2008,17,Semi-Mature,31-60 years,Street
1057906,6,"-37.79049028, 144.9240457",,,,-37.79049028,144.9240457,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,1999,26,Semi-Mature,31-60 years,Street
1289821,6,"-37.78862923, 144.924877",,,,-37.78862923,144.924877,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,2008,17,Semi-Mature,31-60 years,Street
1289763,6,"-37.7910979, 144.9249845",,,,-37.7910979,144.9249845,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,2008,17,Semi-Mature,31-60 years,Street
1289764,6,"-37.79106905, 144.9250396",,,,-37.79106905,144.9250396,,0,Peppercorn Tree,0,Schinus,1,0,0,,,Schinus molle,Schinus,Anacardiaceae,2008,17,Semi-Mature,31-60 years,Street
1439688,6,"-37.81781733, 144.9725303",,,,-37.81781733,144.9725303,,0,River Sheoak,0,Other Genuses,1,0,0,,,Casuarina cunninghamiana,Casuarina,Casuarinaceae,2009,16,New,31-60 years,Park
1455625,6,"-37.7948898, 144.9142277",,,,-37.7948898,144.9142277,,0,River Sheoak,0,Other Genuses,1,0,0,,,Casuarina cunninghamiana,Casuarina,Casuarinaceae,2010,15,New,31-60 years,Park
1455639,6,"-37.79496606, 144.9143049",,,,-37.79496606,144.9143049,,0,River Sheoak,0,Other Genuses,1,0,0,,,Casuarina cunninghamiana,Casuarina,Casuarinaceae,2010,15,New,1-5 years (<50% canopy),Park
1053228,6,"-37.78224543, 144.9539771",,,,-37.78224543,144.9539771,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,1999,26,Mature,21-30 years,Park
1456782,6,"-37.79884172, 144.9243117",,,,-37.79884172,144.9243117,,0,River Sheoak,0,Other Genuses,1,0,0,,,Casuarina cunninghamiana,Casuarina,Casuarinaceae,2010,15,New,61+ years,Park
1439685,6,"-37.81790406, 144.9724698",,,,-37.81790406,144.9724698,,0,River Sheoak,0,Other Genuses,1,0,0,,,Casuarina cunninghamiana,Casuarina,Casuarinaceae,2009,16,New,31-60 years,Park
1054216,6,"-37.78759395, 144.9508888",,,,-37.78759395,144.9508888,,0,Black She Oak,0,Other Genuses,1,0,0,,,Allocasuarina littoralis,Allocasuarina,Casuarinaceae,1999,26,Mature,21-30 years,Park
1053906,6,"-37.78709024, 144.9517414",,,,-37.78709024,144.9517414,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,1999,26,Juvenile,31-60 years,Park
1054211,6,"-37.78754022, 144.9509499",,,,-37.78754022,144.9509499,,0,River Sheoak,0,Other Genuses,1,0,0,,,Casuarina cunninghamiana,Casuarina,Casuarinaceae,1999,26,Mature,31-60 years,Park
1053303,6,"-37.78206696, 144.9539281",,,,-37.78206696,144.9539281,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,1999,26,Mature,11-20 years,Park
1054214,6,"-37.78759399, 144.9508916",,,,-37.78759399,144.9508916,,0,Black She Oak,0,Other Genuses,1,0,0,,,Allocasuarina littoralis,Allocasuarina,Casuarinaceae,1999,26,Semi-Mature,11-20 years,Park
1035157,6,"-37.84148538, 144.9823255",,,,-37.84148538,144.9823255,,0,River Sheoak,0,Other Genuses,1,0,0,,,Casuarina cunninghamiana,Casuarina,Casuarinaceae,1998,27,Mature,31-60 years,Park
1439670,6,"-37.81797786, 144.9720877",,,,-37.81797786,144.9720877,,0,River Sheoak,0,Other Genuses,1,0,0,,,Casuarina cunninghamiana,Casuarina,Casuarinaceae,2009,16,New,31-60 years,Park
1439681,6,"-37.81795574, 144.9723678",,,,-37.81795574,144.9723678,,0,River Sheoak,0,Other Genuses,1,0,0,,,Casuarina cunninghamiana,Casuarina,Casuarinaceae,2009,16,New,31-60 years,Park
1036241,6,"-37.84057965, 144.9789918",,,,-37.84057965,144.9789918,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,1998,27,Mature,31-60 years,Park
1455679,6,"-37.79500791, 144.9144901",,,,-37.79500791,144.9144901,,0,River Sheoak,0,Other Genuses,1,0,0,,,Casuarina cunninghamiana,Casuarina,Casuarinaceae,2010,15,New,<1 year,Park
1038473,6,"-37.78273461, 144.9603115",,,,-37.78273461,144.9603115,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,1998,27,Semi-Mature,31-60 years,Park
1053278,6,"-37.7820954, 144.9539417",,,,-37.7820954,144.9539417,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,1999,26,Mature,11-20 years,Park
1439668,6,"-37.81795037, 144.972087",,,,-37.81795037,144.972087,,0,River Sheoak,0,Other Genuses,1,0,0,,,Casuarina cunninghamiana,Casuarina,Casuarinaceae,2009,16,New,31-60 years,Park
1455583,6,"-37.79941874, 144.9407168",,,,-37.79941874,144.9407168,,0,Rose sheoak,0,Other Genuses,1,0,0,,,Allocasuarina torulosa,Allocasuarina,Casuarinaceae,2010,15,New,61+ years,Park
1055338,6,"-37.7796687, 144.9525722",,,,-37.7796687,144.9525722,,0,Grey Sheoak,0,Other Genuses,1,0,0,,,Casuarina glauca,Casuarina,Casuarinaceae,1999,26,Semi-Mature,6-10 years (>50% canopy),Park
1053290,6,"-37.78217067, 144.9537665",,,,-37.78217067,144.9537665,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,1999,26,Semi-Mature,11-20 years,Park
1053032,6,"-37.78162132, 144.9545296",,,,-37.78162132,144.9545296,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,1999,26,Mature,11-20 years,Park
1036334,6,"-37.84252381, 144.9794201",,,,-37.84252381,144.9794201,,0,River Sheoak,0,Other Genuses,1,0,0,,,Casuarina cunninghamiana,Casuarina,Casuarinaceae,1998,27,Mature,21-30 years,Park
1053361,6,"-37.78197114, 144.9538748",,,,-37.78197114,144.9538748,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,1999,26,Mature,21-30 years,Park
1053973,6,"-37.78708857, 144.9517438",,,,-37.78708857,144.9517438,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,1999,26,Juvenile,31-60 years,Park
1038302,6,"-37.78268481, 144.9616047",,,,-37.78268481,144.9616047,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,1998,27,Mature,21-30 years,Park
1439677,6,"-37.81800012, 144.9720878",,,,-37.81800012,144.9720878,,0,River Sheoak,0,Other Genuses,1,0,0,,,Casuarina cunninghamiana,Casuarina,Casuarinaceae,2009,16,New,31-60 years,Park
1054138,6,"-37.78761822, 144.9500829",,,,-37.78761822,144.9500829,,0,River Sheoak,0,Other Genuses,1,0,0,,,Casuarina cunninghamiana,Casuarina,Casuarinaceae,1999,26,Semi-Mature,6-10 years (<50% canopy),Park
1038326,6,"-37.78257885, 144.9611113",,,,-37.78257885,144.9611113,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,1998,27,Mature,21-30 years,Park
1053451,6,"-37.78173492, 144.9539153",,,,-37.78173492,144.9539153,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,1999,26,Semi-Mature,31-60 years,Park
1038304,6,"-37.78265684, 144.9615871",,,,-37.78265684,144.9615871,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,1998,27,Mature,21-30 years,Park
1053341,6,"-37.78203988, 144.9538372",,,,-37.78203988,144.9538372,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,1999,26,Semi-Mature,11-20 years,Park
1455845,6,"-37.82588507, 144.9685287",,,,-37.82588507,144.9685287,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,2010,15,Juvenile,61+ years,Park
1455833,6,"-37.82599044, 144.9684883",,,,-37.82599044,144.9684883,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,2010,15,Juvenile,61+ years,Park
1455603,6,"-37.7827471, 144.9605491",,,,-37.7827471,144.9605491,,0,River Sheoak,0,Other Genuses,1,0,0,,,Casuarina cunninghamiana,Casuarina,Casuarinaceae,2010,15,New,31-60 years,Park
1456680,6,"-37.79856179, 144.9218267",,,,-37.79856179,144.9218267,,0,River Sheoak,0,Other Genuses,1,0,0,,,Casuarina cunninghamiana,Casuarina,Casuarinaceae,2010,15,New,61+ years,Park
1455844,6,"-37.82586157, 144.9685616",,,,-37.82586157,144.9685616,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,2010,15,Juvenile,61+ years,Park
1053326,6,"-37.78201313, 144.9538953",,,,-37.78201313,144.9538953,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,1999,26,Semi-Mature,11-20 years,Park
1053210,6,"-37.78228764, 144.9540101",,,,-37.78228764,144.9540101,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,1999,26,Semi-Mature,11-20 years,Park
1455604,6,"-37.78280034, 144.9605113",,,,-37.78280034,144.9605113,,0,River Sheoak,0,Other Genuses,1,0,0,,,Casuarina cunninghamiana,Casuarina,Casuarinaceae,2010,15,New,31-60 years,Park
1455894,6,"-37.82584852, 144.9687605",,,,-37.82584852,144.9687605,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,2010,15,Juvenile,61+ years,Park
1070448,6,"-37.82479051, 144.9060184",,,,-37.82479051,144.9060184,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,2006,19,Semi-Mature,31-60 years,Street
1065069,6,"-37.82308059, 144.9093825",,,,-37.82308059,144.9093825,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,2006,19,Semi-Mature,31-60 years,Street
1070458,6,"-37.82339121, 144.9083823",,,,-37.82339121,144.9083823,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,2006,19,Juvenile,31-60 years,Street
1023523,6,"-37.80920096, 144.9579363",,,,-37.80920096,144.9579363,,0,River Sheoak,0,Other Genuses,1,0,0,,,Casuarina cunninghamiana,Casuarina,Casuarinaceae,1997,28,Semi-Mature,31-60 years,Street
1063152,6,"-37.83015856, 144.9005273",,,,-37.83015856,144.9005273,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,2000,25,Semi-Mature,31-60 years,Street
1063105,6,"-37.82831424, 144.901685",,,,-37.82831424,144.901685,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,2000,25,Semi-Mature,31-60 years,Street
1065082,6,"-37.8234588, 144.9082659",,,,-37.8234588,144.9082659,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,2006,19,Juvenile,31-60 years,Street
1023518,6,"-37.80913496, 144.957841",,,,-37.80913496,144.957841,,0,River Sheoak,0,Other Genuses,1,0,0,,,Casuarina cunninghamiana,Casuarina,Casuarinaceae,1997,28,Semi-Mature,31-60 years,Street
1065156,6,"-37.82685126, 144.9028618",,,,-37.82685126,144.9028618,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,2006,19,Semi-Mature,31-60 years,Street
1070394,6,"-37.8287686, 144.9013258",,,,-37.8287686,144.9013258,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,2006,19,Juvenile,31-60 years,Street
1065075,6,"-37.82321044, 144.9089762",,,,-37.82321044,144.9089762,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,2006,19,Semi-Mature,31-60 years,Street
1065137,6,"-37.82588448, 144.9040001",,,,-37.82588448,144.9040001,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,2006,19,Juvenile,31-60 years,Street
1441396,6,"-37.82270188, 144.9106192",,,,-37.82270188,144.9106192,,0,Rose sheoak,0,Other Genuses,1,0,0,,,Allocasuarina torulosa,Allocasuarina,Casuarinaceae,2009,16,Juvenile,61+ years,Street
1067063,6,"-37.82819315, 144.9018283",,,,-37.82819315,144.9018283,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,2006,19,Juvenile,31-60 years,Street
1023521,6,"-37.80925226, 144.957808",,,,-37.80925226,144.957808,,0,River Sheoak,0,Other Genuses,1,0,0,,,Casuarina cunninghamiana,Casuarina,Casuarinaceae,1997,28,Semi-Mature,31-60 years,Street
1063022,6,"-37.82506799, 144.9054259",,,,-37.82506799,144.9054259,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,2000,25,Semi-Mature,31-60 years,Street
1070844,6,"-37.82269272, 144.9105703",,,,-37.82269272,144.9105703,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,2006,19,Juvenile,61+ years,Street
1063024,6,"-37.82514672, 144.9053992",,,,-37.82514672,144.9053992,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,2000,25,Semi-Mature,31-60 years,Street
1065089,6,"-37.82376022, 144.9078439",,,,-37.82376022,144.9078439,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,2006,19,Juvenile,31-60 years,Street
1065119,6,"-37.82521382, 144.9051894",,,,-37.82521382,144.9051894,,0,Drooping sheoak,0,Other Genuses,1,0,0,,,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,2006,19,Semi-Mature,31-60 years,Street
1067196,6,"-37.77990654, 144.9616557",,,,-37.77990654,144.9616557,,0,Black Wattle,0,Other Genuses,1,0,0,,,Acacia melanoxylon,Acacia,Fabaceae,2006,19,Semi-Mature,11-20 years,Park
1053663,6,"-37.78461435, 144.9549623",,,,-37.78461435,144.9549623,,0,Black Wattle,0,Other Genuses,1,0,0,,,Acacia melanoxylon,Acacia,Fabaceae,1999,26,Mature,31-60 years,Park
1055435,6,"-37.78019286, 144.9517396",,,,-37.78019286,144.9517396,,0,Ovens Wattle,0,Other Genuses,1,0,0,,,Acacia pravissima,Acacia,Fabaceae,1999,26,Mature,6-10 years (>50% canopy),Park
1055031,6,"-37.77721168, 144.9507713",,,,-37.77721168,144.9507713,,0,Gossamer Wattle,0,Other Genuses,1,0,0,,,Acacia floribunda,Acacia,Fabaceae,1999,26,Mature,11-20 years,Park
1053613,6,"-37.78422591, 144.9555574",,,,-37.78422591,144.9555574,,0,Black Wattle,0,Other Genuses,1,0,0,,,Acacia melanoxylon,Acacia,Fabaceae,1999,26,Semi-Mature,21-30 years,Park
1055499,6,"-37.78110602, 144.952465",,,,-37.78110602,144.952465,,0,Golden Wreath Wattle,0,Other Genuses,1,0,0,,,Acacia saligna,Acacia,Fabaceae,1999,26,Semi-Mature,<1 year,Park
1055791,6,"-37.79238271, 144.9559917",,,,-37.79238271,144.9559917,,0,Gossamer Wattle,0,Other Genuses,1,0,0,,,Acacia floribunda,Acacia,Fabaceae,1999,26,Mature,<1 year,Park
1053645,6,"-37.78460248, 144.954948",,,,-37.78460248,144.954948,,0,Black Wattle,0,Other Genuses,1,0,0,,,Acacia melanoxylon,Acacia,Fabaceae,1999,26,Mature,21-30 years,Park
1061383,6,"-37.80586877, 144.9479933",,,,-37.80586877,144.9479933,,0,Lightwood Wattle,0,Other Genuses,1,0,0,,,Acacia implexa,Acacia,Fabaceae,2000,25,Semi-Mature,21-30 years,Park
1055438,6,"-37.78023812, 144.9517773",,,,-37.78023812,144.9517773,,0,Golden Wattle,0,Other Genuses,1,0,0,,,Acacia pycnantha,Acacia,Fabaceae,1999,26,Mature,11-20 years,Park
1454721,6,"-37.80014171, 144.9117243",,,,-37.80014171,144.9117243,,0,Lightwood Wattle,0,Other Genuses,1,0,0,,,Acacia implexa,Acacia,Fabaceae,2010,15,New,21-30 years,Park
1454847,6,"-37.78904456, 144.9288744",,,,-37.78904456,144.9288744,,0,Black Wattle,0,Other Genuses,1,0,0,,,Acacia melanoxylon,Acacia,Fabaceae,2010,15,Juvenile,21-30 years,Park
1455688,6,"-37.79496748, 144.9145633",,,,-37.79496748,144.9145633,,0,Black Wattle,0,Other Genuses,1,0,0,,,Acacia melanoxylon,Acacia,Fabaceae,2010,15,New,11-20 years,Park
1055432,6,"-37.78028866, 144.9518646",,,,-37.78028866,144.9518646,,0,Black Wattle,0,Other Genuses,1,0,0,,,Acacia melanoxylon,Acacia,Fabaceae,1999,26,Mature,6-10 years (<50% canopy),Park
1053635,6,"-37.78446018, 144.9552075",,,,-37.78446018,144.9552075,,0,Lightwood Wattle,0,Other Genuses,1,0,0,,,Acacia implexa,Acacia,Fabaceae,1999,26,Mature,31-60 years,Park
1055464,6,"-37.78050207, 144.9517096",,,,-37.78050207,144.9517096,,0,Wirilda,0,Other Genuses,1,0,0,,,Acacia retinoides,Acacia,Fabaceae,1999,26,Mature,1-5 years (<50% canopy),Park
1055454,6,"-37.78052532, 144.9517042",,,,-37.78052532,144.9517042,,0,Ovens Wattle,0,Other Genuses,1,0,0,,,Acacia pravissima,Acacia,Fabaceae,1999,26,Mature,1-5 years (<50% canopy),Park
1055041,6,"-37.77721065, 144.9508573",,,,-37.77721065,144.9508573,,0,Gossamer Wattle,0,Other Genuses,1,0,0,,,Acacia floribunda,Acacia,Fabaceae,1999,26,Semi-Mature,1-5 years (<50% canopy),Park
1456871,6,"-37.79084428, 144.9243484",,,,-37.79084428,144.9243484,,0,Flinders Range Wattle,0,Other Genuses,1,0,0,,,Acacia iteaphylla,Acacia,Fabaceae,2010,15,New,21-30 years,Park
1052981,6,"-37.78167206, 144.9528234",,,,-37.78167206,144.9528234,,0,Black Wattle,0,Other Genuses,1,0,0,,,Acacia melanoxylon,Acacia,Fabaceae,1999,26,Semi-Mature,31-60 years,Park
1058533,6,"-37.81158576, 144.9561144",,,,-37.81158576,144.9561144,,0,Green Honey Locust,0,Other Genuses,1,0,0,,,Gleditsia triacanthos,Gleditsia,Fabaceae,1998,27,Semi-Mature,31-60 years,Park
1056169,6,"-37.79697995, 144.9244731",,,,-37.79697995,144.9244731,,0,Green Honey Locust,0,Other Genuses,1,0,0,,,Gleditsia triacanthos,Gleditsia,Fabaceae,1999,26,Mature,11-20 years,Park
1289364,6,"-37.7958351, 144.9252148",,,,-37.7958351,144.9252148,,0,Black Wattle,0,Other Genuses,1,0,0,,,Acacia melanoxylon,Acacia,Fabaceae,2008,17,Semi-Mature,21-30 years,Park
1055462,6,"-37.78047188, 144.95172",,,,-37.78047188,144.95172,,0,Wirilda,0,Other Genuses,1,0,0,,,Acacia retinoides,Acacia,Fabaceae,1999,26,Mature,1-5 years (>50% canopy),Park
1053574,6,"-37.78425954, 144.9555115",,,,-37.78425954,144.9555115,,0,Black Wattle,0,Other Genuses,1,0,0,,,Acacia melanoxylon,Acacia,Fabaceae,1999,26,Juvenile,31-60 years,Park
1053592,6,"-37.78426769, 144.9557735",,,,-37.78426769,144.9557735,,0,Black Wattle,0,Other Genuses,1,0,0,,,Acacia mearnsii,Acacia,Fabaceae,1999,26,Semi-Mature,31-60 years,Park
